2019-08-26 15:05:20.036 [http-nio-8080-exec-7] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:591 - Created connection 1084570638.
2019-08-26 17:29:14.334 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:14.691 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:14.693 [http-nio-8080-exec-2] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 17:29:14.694 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 17:29:14.695 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 17:29:14.699 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 17:29:14.701 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:14.703 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:14.704 [http-nio-8080-exec-2] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 17:29:14.705 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 17:29:14.706 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 17:29:14.709 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 17:29:14.710 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:14.713 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:14.715 [http-nio-8080-exec-2] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 17:29:14.716 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 17:29:14.716 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 17:29:14.719 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 17:29:14.721 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:14.968 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:14.970 [http-nio-8080-exec-5] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 17:29:14.971 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 17:29:14.972 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 17:29:14.976 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 17:29:14.977 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:14.980 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:14.981 [http-nio-8080-exec-5] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 17:29:14.982 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 17:29:14.983 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 17:29:14.985 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 17:29:14.987 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:14.988 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:14.990 [http-nio-8080-exec-5] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 17:29:14.992 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 17:29:14.993 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 17:29:14.996 [http-nio-8080-exec-5] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 17:29:14.997 [http-nio-8080-exec-5] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:15.445 [http-nio-8080-exec-6] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:15.446 [http-nio-8080-exec-6] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 17:29:15.447 [http-nio-8080-exec-6] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 17:29:15.448 [http-nio-8080-exec-6] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 17:29:15.451 [http-nio-8080-exec-6] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 17:29:15.453 [http-nio-8080-exec-6] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:15.454 [http-nio-8080-exec-6] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:15.455 [http-nio-8080-exec-6] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 17:29:15.456 [http-nio-8080-exec-6] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 17:29:15.457 [http-nio-8080-exec-6] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 17:29:15.460 [http-nio-8080-exec-6] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 17:29:15.461 [http-nio-8080-exec-6] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:15.463 [http-nio-8080-exec-6] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:15.464 [http-nio-8080-exec-6] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 17:29:15.465 [http-nio-8080-exec-6] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 17:29:15.466 [http-nio-8080-exec-6] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 17:29:15.468 [http-nio-8080-exec-6] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 17:29:15.469 [http-nio-8080-exec-6] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:15.704 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:15.705 [http-nio-8080-exec-8] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 17:29:15.706 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 17:29:15.707 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 17:29:15.711 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 17:29:15.713 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:15.716 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:15.717 [http-nio-8080-exec-8] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 17:29:15.718 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 17:29:15.719 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 17:29:15.722 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 17:29:15.724 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:15.727 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:15.728 [http-nio-8080-exec-8] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 17:29:15.729 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 17:29:15.729 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 17:29:15.732 [http-nio-8080-exec-8] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 17:29:15.734 [http-nio-8080-exec-8] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:16.048 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:16.050 [http-nio-8080-exec-10] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 17:29:16.119 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 17:29:16.120 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 17:29:16.122 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 17:29:16.124 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:16.126 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:16.127 [http-nio-8080-exec-10] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 17:29:16.128 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 17:29:16.129 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 17:29:16.131 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 17:29:16.132 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:16.134 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:16.136 [http-nio-8080-exec-10] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 17:29:16.137 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 17:29:16.137 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 17:29:16.140 [http-nio-8080-exec-10] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 17:29:16.142 [http-nio-8080-exec-10] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:41.541 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:41.543 [http-nio-8080-exec-2] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 17:29:41.544 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 17:29:41.545 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 17:29:41.547 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 17:29:41.548 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:41.549 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:41.550 [http-nio-8080-exec-2] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 17:29:41.551 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 17:29:41.551 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 17:29:41.554 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 17:29:41.556 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:29:41.557 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 1931956687 from pool.
2019-08-26 17:29:41.558 [http-nio-8080-exec-2] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllPerms.prepare:116 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id=?
2019-08-26 17:29:41.558 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.params:103 - [1164460514286374912]
2019-08-26 17:29:41.559 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.eval:110 - select p.perm_id, p.perm_name, p.perm_desc FROM user_role ur left join role_perm rp on ur.role_id=rp.role_id inner join perm p on rp.perm_id=p.perm_id WHERE ur.user_id='1164460514286374912'
2019-08-26 17:29:41.560 [http-nio-8080-exec-2] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllPerms.result:48 - total 4 rows: [Perm(permId=11, permName=user:create, permDesc=user:create, available=null), Perm(permId=12, permName=user:update, permDesc=user:update, available=null), Perm(permId=13, permName=user:delete, permDesc=user:delete, available=null), Perm(permId=14, permName=user:view, permDesc=user:view, available=null)]
2019-08-26 17:29:41.561 [http-nio-8080-exec-2] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 1931956687 to pool.
2019-08-26 17:32:10.208 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:591 - Created connection 2012634794.
2019-08-26 17:32:10.212 [http-nio-8080-exec-1] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getUserById.prepare:116 - select * from sys_user where user_id = ?
2019-08-26 17:32:10.246 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.params:103 - [1164460514286374912]
2019-08-26 17:32:10.247 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.eval:110 - select * from sys_user where user_id = '1164460514286374912'
2019-08-26 17:32:10.359 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getUserById.result:22 - SysUser(userId=1164460514286374912, userName=zhong1, phone=18260631671, email=null, password=1f7c7faa0be82af57f3ba308843072ca6e57f66105a0b06017528044ff3a7ce9, salt=4694e56b4d8db9896eb50b9f8b42d4a1, locked=0, roles=[], perms=null, createTime=2019-08-23T00:53:17.000+08:00, updateTime=2019-08-23T00:53:17.000+08:00)
2019-08-26 17:32:10.361 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2012634794 to pool.
2019-08-26 17:32:10.362 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2012634794 from pool.
2019-08-26 17:32:10.372 [http-nio-8080-exec-1] [DEBUG]  e.c.e.a.dao.UserDaoImpl.eql.getAllRoles.prepare:116 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id=?
2019-08-26 17:32:10.373 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.params:103 - [1164460514286374912]
2019-08-26 17:32:10.374 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.eval:110 - select ur.role_id, r.role_name, r.role_desc, r.available FROM user_role ur left join role r on ur.role_id=r.role_id where ur.user_id='1164460514286374912'
2019-08-26 17:32:10.385 [http-nio-8080-exec-1] [DEBUG]  e.c.e.album.dao.UserDaoImpl.eql.getAllRoles.result:48 - total 2 rows: [Role(roleId=1, roleName=role1, roleDesc=desc1, available=1), Role(roleId=2, roleName=role2, roleDesc=desc2, available=1)]
2019-08-26 17:32:10.388 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:539 - Returned connection 2012634794 to pool.
2019-08-26 17:32:10.390 [http-nio-8080-exec-1] [DEBUG]  org.n3r.eql.trans.SimpleDataSource:575 - Checked out connection 2012634794 from pool.
